Ratio_MeltingT,Ceramic_MagpieData maximum GSmagmom,Binder_MagpieData minimum SpaceGroupNumber,Binder_MagpieData mean NsUnfilled,Binder_MagpieData maximum NdUnfilled,Binder_MagpieData mean NdValence,Binder_MagpieData mean Electronegativity,Ceramic_MagpieData maximum GSvolume_pa,Binder_Wt_Pct,Ceramic_Ta,Binder_Ti,Sinter_Temp_C,Ceramic_Wt_Pct,Grain_Size_um,"HV, kgf/mm2"
2.126131221,0,194,0,3,7,1.88,16.05,5.1,0,0,1400,94.9,1,1800
2.126131221,0,194,0,3,7,1.88,16.05,10.2,0,0,1400,89.8,1,1425
2.126131221,0,194,0,3,7,1.88,16.05,30.8,0,0,1400,69.2,1,1000
2.126131221,0,194,0,3,7,1.88,16.05,3,0,0,1400,97,1,1925
2.126131221,0,194,0,3,7,1.88,16.05,3.5,0,0,1400,96.5,1,1750
2.126131221,0,194,0,3,7,1.88,16.05,5,0,0,1400,95,1,1750
2.126131221,0,194,0,3,7,1.88,16.05,5.5,0,0,1400,94.5,1,1700
2.126131221,0,194,0,3,7,1.88,16.05,6.5,0,0,1400,93.5,1,1400
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1775
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1850
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1600
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1430
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1300
2.126131221,0,194,0,3,7,1.88,16.05,6.5,0,0,1400,93.5,1,1650
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1500
2.126131221,0,194,0,3,7,1.88,16.05,8.5,0,0,1400,91.5,1,1450
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,1,1250
2.126131221,0,194,0,3,7,1.88,16.05,8.5,0,0,1400,91.5,1,1425
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,1,1260
2.126131221,0,194,0,3,7,1.88,16.05,9.5,0,0,1400,90.5,1,1210
2.126131221,0,194,0,3,7,1.88,16.05,9.5,0,0,1400,90.5,1,1400
2.126131221,0,194,0,3,7,1.88,16.05,9.5,0,0,1400,90.5,1,1210
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,1,1000
2.126131221,0,194,0,3,7,1.88,16.05,11,0,0,1400,89,1,1150
2.126131221,0,194,0,3,7,1.88,16.05,11,0,0,1400,89,1,1250
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,1,1300
2.126131221,0,194,0,3,7,1.88,16.05,13,0,0,1400,87,1,1070
2.126131221,0,194,0,3,7,1.88,16.05,13,0,0,1400,87,1,1240
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,1,950
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,1,1400
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,1,1150
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,1,1030
2.126131221,0,194,0,3,7,1.88,16.05,20,0,0,1400,80,1,900
2.126131221,0,194,0,3,7,1.88,16.05,20,0,0,1400,80,1,1100
2.126131221,0,194,0,3,7,1.88,16.05,20,0,0,1400,80,1,910
2.126131221,0,194,0,3,7,1.88,16.05,25,0,0,1400,75,1,950
2.126131221,0,194,0,3,7,1.88,16.05,25,0,0,1400,75,1,810
2.126131221,0,194,0,3,7,1.88,16.05,27.5,0,0,1400,72.5,1,800
2.126131221,0,194,0,3,7,1.88,16.05,30,0,0,1400,70,1,700
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1452
2.126131221,0,194,0,3,7,1.88,16.05,8,0,0,1400,92,1,1371
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,1,1016
2.126131221,0,194,0,3,7,1.88,16.05,8.5,0,0,1400,91.5,30,1730
2.126131221,0,194,0,3,7,1.88,16.05,3,0,0,1400,97,30,1980
2.126131221,0,194,0,3,7,1.88,16.05,8.5,0,0,1400,91.5,30,1580
2.126131221,0,194,0,3,7,1.88,16.05,11,0,0,1400,89,30,1500
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,30,1460
2.126131221,0,194,0,3,7,1.88,16.05,4,0,0,1400,96,30,1815
2.126131221,0,194,0,3,7,1.88,16.05,5.6,0,0,1400,94.4,30,1730
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1620
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,30,1320
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,30,1240
2.126131221,0,194,0,3,7,1.88,16.05,20,0,0,1400,80,30,1060
2.126131221,0,194,0,3,7,1.88,16.05,25,0,0,1400,75,30,940
2.126131221,0,194,0,3,7,1.88,16.05,27,0,0,1400,73,30,910
2.126131221,0,194,0,3,7,1.88,16.05,7,0,0,1400,93,30,1530
2.126131221,0,194,0,3,7,1.88,16.05,8,0,0,1400,92,30,1290
2.126131221,0,194,0,3,7,1.88,16.05,8.5,0,0,1400,91.5,30,1400
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1290
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1120
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1130
2.126131221,0,194,0,3,7,1.88,16.05,12.5,0,0,1400,87.5,30,1040
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,30,960
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,30,965
2.126131221,0,194,0,3,7,1.88,16.05,17.5,0,0,1400,82.5,30,900
2.126131221,0,194,0,3,7,1.88,16.05,20,0,0,1400,80,30,840
2.126131221,0,194,0,3,7,1.88,16.05,20,0,0,1400,80,30,800
2.126131221,0,194,0,3,7,1.88,16.05,22,0,0,1400,78,30,800
2.126131221,0,194,0,3,7,1.88,16.05,25,0,0,1400,75,30,750
2.126131221,0,194,0,3,7,1.88,16.05,25,0,0,1400,75,30,700
2.126131221,0,194,0,3,7,1.88,16.05,30,0,0,1400,70,30,680
2.126131221,0,194,0,3,7,1.88,16.05,30,0,0,1400,70,30,600
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1820
2.126131221,0,194,0,3,7,1.88,16.05,7.5,0,0,1400,92.5,30,1750
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,30,1590
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1600
2.126131221,0,194,0,3,7,1.88,16.05,4.2,0,0,1400,95.8,30,2200
2.126131221,0,194,0,3,7,1.88,16.05,8.2,0,0,1400,91.8,30,1930
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,30,1730
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,30,1570
2.126131221,0,194,0,3,7,1.88,16.05,12.5,0,0,1400,87.5,30,1540
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,30,1400
2.126131221,0,194,0,3,7,1.88,16.05,12.5,0,0,1400,87.5,30,1300
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1510
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1580
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,1,1570
2.126131221,0,194,0,3,7,1.88,16.05,3.3,0,0,1400,96.7,30,1980
2.126131221,0,194,0,3,7,1.88,16.05,4.8,0,0,1400,95.2,30,1940
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1790
2.126131221,0,194,0,3,7,1.88,16.05,7.5,0,0,1400,92.5,30,1710
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1590
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,30,1460
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,30,1320
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,30,1470
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1500
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,30,1120
2.126131221,0,194,0,3,7,1.88,16.05,20,0,0,1400,80,30,940
2.126131221,0,194,0,3,7,1.88,16.05,25,0,0,1400,75,30,760
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1900
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1750
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1610
2.126131221,0,194,0,3,7,1.88,16.05,8,0,0,1400,92,1,1480
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,1,1360
2.126131221,0,194,0,3,7,1.88,16.05,13,0,0,1400,87,1,1250
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,1,1060
2.126131221,0,194,0,3,7,1.88,16.05,21,0,0,1400,79,1,950
2.126131221,0,194,0,3,7,1.88,16.05,22,0,0,1400,78,1,860
2.126131221,0,194,0,3,7,1.88,16.05,8,0,0,1400,92,1,1750
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,1,1610
2.126131221,0,194,0,3,7,1.88,16.05,13,0,0,1400,87,1,1480
2.126131221,0,194,0,3,7,1.88,16.05,16,0,0,1400,84,1,1360
2.126131221,0,194,0,3,7,1.88,16.05,19,0,0,1400,81,1,1250
2.126131221,0,194,0,3,7,1.88,16.05,28,0,0,1400,72,1,950
2.126131221,0,194,0,3,7,1.88,16.05,7,0,0,1400,93,1,1610
2.126131221,0,194,0,3,7,1.88,16.05,11,0,0,1400,89,1,1420
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,1,1250
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,1,1610
2.126131221,0,194,0,3,7,1.88,16.05,13,0,0,1400,87,1,1540
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,1,1250
2.126131221,0,194,0,3,7,1.88,16.05,8,0,0,1400,92,1,2000
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,1,1900
2.126131221,0,194,0,3,7,1.88,16.05,13,0,0,1400,87,1,1750
2.126131221,0,194,0,3,7,1.88,16.05,18,0,0,1400,82,1,1480
2.126131221,0,194,0,3,7,1.88,16.05,13,0,0,1400,87,1,1820
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1540
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,1,1480
2.126131221,0,194,0,3,7,1.88,16.05,1,0,0,1400,99,1,2450
2.126131221,0,194,0,3,7,1.88,16.05,4,0,0,1400,96,1,2100
2.126131221,0,194,0,3,7,1.88,16.05,6.5,0,0,1400,93.5,1,1680
2.126131221,0,194,0,3,7,1.88,16.05,8,0,0,1400,92,1,2000
2.126131221,0,194,0,3,7,1.88,16.05,8,0,0,1400,92,1,1900
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1830
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,1,1700
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,1,1550
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,1,1700
2.126131221,0,194,0,3,7,1.88,16.05,5.7,0,0,1400,94.3,1,1620
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,1,1450
2.126131221,0,194,0,3,7,1.88,16.05,12.5,0,0,1400,87.5,1,1300
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,1,1450
2.126131221,0,194,0,3,7,1.88,16.05,11,0,0,1400,89,1,1270
2.126131221,0,194,0,3,7,1.88,16.05,3,0,0,1400,97,30,1918
2.126131221,0,194,0,3,7,1.88,16.05,3.3,0,0,1400,96.7,30,2071
2.126131221,0,194,0,3,7,1.88,16.05,5.5,0,0,1400,94.5,30,1643
2.126131221,0,194,0,3,7,1.88,16.05,5.5,0,0,1400,94.5,30,1221
2.126131221,0,194,0,3,7,1.88,16.05,5.6,0,0,1400,94.4,30,1857
2.126131221,0,194,0,3,7,1.88,16.05,5.7,0,0,1400,94.3,30,1756
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,2100
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1925
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1850
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1765
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1796
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1680
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1635
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1698
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1756
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1661
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1661
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1643
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1591
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1660
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1643
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1608
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1608
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1565
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1608
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1540
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1557
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1608
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1589
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1574
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1557
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1541
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1574
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1518
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1463
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1509
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1494
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1482
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1363
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1265
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1324
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1419
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1377
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1337
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1298
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1261
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1286
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1226
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,80,1235
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1250
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1778
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1726
2.126131221,0,194,0,3,7,1.88,16.05,6.01,0,0,1400,93.99,30,1576
2.126131221,0,194,0,3,7,1.88,16.05,6.02,0,0,1400,93.98,30,1925
2.126131221,0,194,0,3,7,1.88,16.05,6.02,0,0,1400,93.98,30,1576
2.126131221,0,194,0,3,7,1.88,16.05,6.07,0,0,1400,93.93,30,1484
2.126131221,0,194,0,3,7,1.88,16.05,6.08,0,0,1400,93.92,30,1513
2.126131221,0,194,0,3,7,1.88,16.05,6.09,0,0,1400,93.91,30,1487
2.126131221,0,194,0,3,7,1.88,16.05,6.3,0,0,1400,93.7,30,1385
2.126131221,0,194,0,3,7,1.88,16.05,6.5,0,0,1400,93.5,30,1937
2.126131221,0,194,0,3,7,1.88,16.05,6.5,0,0,1400,93.5,30,1854
2.126131221,0,194,0,3,7,1.88,16.05,7.3,0,0,1400,92.7,30,1285
2.126131221,0,194,0,3,7,1.88,16.05,7.3,0,0,1400,92.7,30,1250
2.126131221,0,194,0,3,7,1.88,16.05,8.3,0,0,1400,91.7,30,1375
2.126131221,0,194,0,3,7,1.88,16.05,8.7,0,0,1400,91.3,30,1120
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,30,1400
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,30,1438
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,30,1385
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,30,1344
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,30,1130
2.126131221,0,194,0,3,7,1.88,16.05,9.5,0,0,1400,90.5,30,1565
2.126131221,0,194,0,3,7,1.88,16.05,9.5,0,0,1400,90.5,30,1130
2.126131221,0,194,0,3,7,1.88,16.05,9.75,0,0,1400,90.25,30,1451
2.126131221,0,194,0,3,7,1.88,16.05,9.9,0,0,1400,90.1,30,1205
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1623
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1630
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1605
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1555
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1510
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1390
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1336
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1357
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1305
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1311
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1355
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1345
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1238
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1230
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1146
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,996
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1626
2.126131221,0,194,0,3,7,1.88,16.05,10.1,0,0,1400,89.9,30,1370
2.126131221,0,194,0,3,7,1.88,16.05,10.8,0,0,1400,89.2,30,1307
2.126131221,0,194,0,3,7,1.88,16.05,10.9,0,0,1400,89.1,30,1022
2.126131221,0,194,0,3,7,1.88,16.05,10.9,0,0,1400,89.1,30,965
2.126131221,0,194,0,3,7,1.88,16.05,11,0,0,1400,89,30,1330
2.126131221,0,194,0,3,7,1.88,16.05,11,0,0,1400,89,80,1100
2.126131221,0,194,0,3,7,1.88,16.05,11,0,0,1400,89,30,955
2.126131221,0,194,0,3,7,1.88,16.05,11.6,0,0,1400,88.4,30,1240
2.126131221,0,194,0,3,7,1.88,16.05,11.9,0,0,1400,88.1,30,1100
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,30,1125
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,30,957
2.126131221,0,194,0,3,7,1.88,16.05,13.2,0,0,1400,86.8,30,1052
2.126131221,0,194,0,3,7,1.88,16.05,14,0,0,1400,86,30,1206
2.126131221,0,194,0,3,7,1.88,16.05,14,0,0,1400,86,30,1053
2.126131221,0,194,0,3,7,1.88,16.05,14.1,0,0,1400,85.9,30,1175
2.126131221,0,194,0,3,7,1.88,16.05,14.4,0,0,1400,85.6,30,1017
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,30,1248
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,30,1255
2.126131221,0,194,0,3,7,1.88,16.05,15,0,0,1400,85,30,1080
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,30,1910
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1800
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,30,1760
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1600
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1800
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1630
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1560
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,30,1690
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1620
2.126131221,0,194,0,3,7,1.88,16.05,8,0,0,1400,92,30,1720
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1770
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1870
2.126131221,0,194,0,3,7,1.88,16.05,9,0,0,1400,91,30,1920
2.126131221,0,194,0,3,7,1.88,16.05,5,0,0,1400,95,30,2010
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1580
2.126131221,0,194,0,3,7,1.88,16.05,6,0,0,1400,94,30,1620
2.126131221,0,194,0,3,7,1.88,16.05,10,0,0,1400,90,30,1620
2.126131221,0,194,0,3,7,1.88,16.05,12,0,0,1400,88,30,1690
2.126131221,0,194,0,3,7,1.88,16.05,8,0,0,1400,92,30,1720
2.126131221,0,194,0,3,7,1.88,16.05,7,0,0,1400,93,30,1850
1.60475113,0,194,0,3,7,1.88,11.19,20.5,0,0,1380,79.5,20,1470
1.60475113,0,194,0,3,7,1.88,11.19,6,0,0,1400,94,30,1856
1.60475113,0,194,0,3,7,1.88,11.19,6,0,0,1400,94,30,1859
1.60475113,0,194,0,3,7,1.88,11.19,9.5,0,0,1400,90.5,30,1596
1.60475113,0,194,0,3,7,1.88,11.19,9.5,0,0,1400,90.5,30,1631
1.60475113,0,194,0,3,7,1.88,11.19,10,0,0,1400,90,30,1743
1.60475113,0,194,0,3,7,1.88,11.19,10,0,0,1400,90,30,1738
1.60475113,0,194,0,3,7,1.88,11.19,10,0,0,1400,90,30,1817
1.60475113,0,194,0,3,7,1.88,11.19,10,0,0,1400,90,30,1971
1.60475113,0,194,0,3,7,1.88,11.19,10,0,0,1400,90,30,2019
2.082024168,0,194,0.090909091,5,6.818181818,1.86,16.05,9.9,0,0,1380,90.1,20,1654
2.082024168,0,194,0.090909091,5,6.818181818,1.86,16.05,14.3,0,0,1380,85.7,20,1475
2.082024168,0,194,0.090909091,5,6.818181818,1.86,16.05,18.7,0,0,1380,81.3,20,1363
2.082024168,0,194,0.090909091,5,6.818181818,1.86,16.05,23.1,0,0,1380,76.9,20,1242
2.082024168,0,194,0.090909091,5,6.818181818,1.86,16.05,9.9,0,0,1380,90.1,20,1439
2.082024168,0,194,0.090909091,5,6.818181818,1.86,16.05,14.3,0,0,1380,85.7,20,1300
2.082024168,0,194,0.090909091,5,6.818181818,1.86,16.05,18.7,0,0,1380,81.3,20,1152
2.082024168,0,194,0.090909091,5,6.818181818,1.86,16.05,23.1,0,0,1380,76.9,20,1058
1.60475113,0,194,0,3,7,1.88,11.19,12,0,0,1420,88,10,1591
1.60475113,0,194,0,3,7,1.88,11.19,12,0,0,1100,88,30,1872
1.60475113,0,194,0,3,7,1.88,11.19,12,0,0,1400,88,30,1668
1.60475113,0,194,0,3,7,1.88,11.19,10,0,0,1430,90,30,1435
1.960039817,0,194,0.363636364,5,6.272727273,1.8,16.05,11,0,0,1380,89,1,1736
1.960039817,0,194,0.363636364,5,6.272727273,1.8,16.05,11,0,0,1430,89,1,1719
1.960039817,0,194,0.363636364,5,6.272727273,1.8,16.05,11,0,0,1430,89,1,1689
2.015613171,0,194,0.235294118,5,6.529411765,1.828235294,16.05,17,0,0,1380,83,1,1438
2.015613171,0,194,0.235294118,5,6.529411765,1.828235294,16.05,17,0,0,1430,83,1,1427
2.015613171,0,194,0.235294118,5,6.529411765,1.828235294,16.05,17,0,0,1430,83,1,1420
1.960039817,0,194,0.363636364,5,6.272727273,1.8,16.05,11,0,0,1380,89,1,1517
1.960039817,0,194,0.363636364,5,6.272727273,1.8,16.05,11,0,0,1430,89,1,1520
1.960039817,0,194,0.363636364,5,6.272727273,1.8,16.05,11,0,0,1430,89,1,1522
1.960039817,0,194,0.363636364,5,6.272727273,1.8,16.05,11,0,0,1380,89,1,1479
1.960039817,0,194,0.363636364,5,6.272727273,1.8,16.05,11,0,0,1430,89,1,1480
1.960039817,0,194,0.363636364,5,6.272727273,1.8,16.05,11,0,0,1430,89,1,1472
1.960039817,0,194,0.363636364,5,6.272727273,1.8,16.05,11,0,0,1380,89,1,1400
1.960039817,0,194,0.363636364,5,6.272727273,1.8,16.05,11,0,0,1430,89,1,1390
1.960039817,0,194,0.363636364,5,6.272727273,1.8,16.05,11,0,0,1430,89,1,1388
1.60475113,0,194,0,3,7,1.88,11.19,12,0,0,1390,88,30,1368
1.60475113,0,194,0,3,7,1.88,11.19,12,0,0,1390,88,30,1488
1.60475113,0,194,0,3,7,1.88,11.19,12,0,0,1390,88,30,1522
1.60475113,0,194,0,3,7,1.88,11.19,6,0,0,1400,94,1,1601
1.60475113,0,194,0,3,7,1.88,11.19,6,0,0,1410,94,30,1620
1.60475113,0,194,0,3,7,1.88,11.19,10,0,0,1390,90,1,1655
1.60475113,0,194,0,3,7,1.88,11.19,10,0,0,1390,90,1,1685
1.60475113,0,194,0,3,7,1.88,11.19,10,0,0,1390,90,1,1724
1.60475113,0,194,0,3,7,1.88,11.19,10,0,0,1420,90,30,1580
1.60475113,0,194,0,3,7,1.88,11.19,12,0,0,1390,88,30,1581
1.60475113,0,194,0,3,7,1.88,11.19,10,0,0,1400,90,1,1600
1.698529411,0,194,0,3,7,1.88,13.01,6,0,0,1400,94,30,2096
1.698529411,0,194,0,3,7,1.88,13.01,8,0,0,1400,92,30,1936
1.698529411,0,194,0,3,7,1.88,13.01,9,0,0,1400,91,30,1590
1.698529411,0,194,0,3,7,1.88,13.01,9,0,0,1400,91,30,1608
1.698529411,0,194,0,3,7,1.88,13.01,12,0,0,1400,88,30,1803
1.858880089,0,194,0,3,7,1.88,18.18,3.6,0,0,1400,96.4,30,1973
1.698529411,0,194,0,3,7,1.88,13.01,10,0,0,1400,90,30,1939
1.698529411,0,194,0,3,7,1.88,13.01,6,0,0,1520,94,30,1629
1.698529411,0,194,0,3,7,1.88,13.01,6,0,0,1520,94,30,1654
1.698529411,0,194,0,3,7,1.88,13.01,6,0,0,1400,94,10,1600
1.698529411,0,194,0,3,7,1.88,13.01,8,0,0,1400,92,10,1480
1.698529411,0,194,0,3,7,1.88,13.01,11,0,0,1400,89,10,1320
1.698529411,0,194,0,3,7,1.88,13.01,15,0,0,1400,85,10,1200
1.698529411,0,194,0,3,7,1.88,13.01,20,0,0,1400,80,10,1050
