Unnamed: 0,Group,Subgroup,Composition,"Binder, vol-%","d, mm","HV, kgf/mm2","KIC, MPa·m1/2","Load, kgf","TRS, MPa",Sintering,"T, °C",Ceramic_Type,Ceramic_Vol_Frac,Ceramic_Wt_Pct,Binder_Composition,VEC,H_mix,S_mix,Delta_R,Delta_Chi,Lattice_Constant_Est,Lattice_Mismatch,CTE_Mismatch,CTE_Binder,T_Liquidus_Est,T_Homologous,Sinter_Temp_K,Grain_Size,Parsed_Ceramic
1406,aw,31.0,b WC 9.4 Ni 0.6 Si,15.4,1,1498,9,60,-,con,-,WC,0.9059999999999999,90.6,{'Ni': 1.0},10.0,0.0,-0.0,0.0,0.0,0.035072496346852756,0.9879310060747237,8.2,13.4,1728.15,0.9681740589647889,1673.15,60.0,WC
1407,aw,31.0,b WC 9.4 Ni 0.6 Si,15.4,-,1174,12.3,60,-,con,-,WC,0.9059999999999999,90.6,{'Ni': 1.0},10.0,0.0,-0.0,0.0,0.0,0.035072496346852756,0.9879310060747237,8.2,13.4,1728.15,0.9681740589647889,1673.15,60.0,WC
1408,aw,31.0,b WC 9.4 Ni 0.6 Si,15.4,-,1231,12,60,-,con,-,WC,0.9059999999999999,90.6,{'Ni': 1.0},10.0,0.0,-0.0,0.0,0.0,0.035072496346852756,0.9879310060747237,8.2,13.4,1728.15,0.9681740589647889,1673.15,60.0,WC
1409,aw,31.0,b WC 9.2 Ni 0.8 Si,15.1,1.9,1212,11.7,60,-,con,-,WC,0.9079999999999999,90.8,{'Ni': 1.0},10.0,0.0,-0.0,0.0,0.0,0.035072496346852756,0.9879310060747237,8.2,13.4,1728.15,0.9681740589647889,1673.15,60.0,WC
1410,aw,31.0,b WC 9.2 Ni 0.8 Si,15.1,1.9,1234,11.4,60,-,con,-,WC,0.9079999999999999,90.8,{'Ni': 1.0},10.0,0.0,-0.0,0.0,0.0,0.035072496346852756,0.9879310060747237,8.2,13.4,1728.15,0.9681740589647889,1673.15,60.0,WC
1411,aw,31.0,b WC 9.2 Ni 0.8 Si,15.1,-,1190,10.5,60,-,con,-,WC,0.9079999999999999,90.8,{'Ni': 1.0},10.0,0.0,-0.0,0.0,0.0,0.035072496346852756,0.9879310060747237,8.2,13.4,1728.15,0.9681740589647889,1673.15,60.0,WC
1412,aw,31.0,b WC 9.2 Ni 0.8 Si,15.1,-,1202,11.3,60,-,con,-,WC,0.9079999999999999,90.8,{'Ni': 1.0},10.0,0.0,-0.0,0.0,0.0,0.035072496346852756,0.9879310060747237,8.2,13.4,1728.15,0.9681740589647889,1673.15,60.0,WC
1413,aw,31.0,b WC 9.9 Ni 0.1 Ti,16.1,1.4,1210,11.6,60,-,con,1450,WC,0.9,90.0,"{'Ni': 0.99, 'Ti': 0.01}",9.926595422174227,-1.6918192468677786,0.5489912433266596,2.0343923645905817,0.04067379420428893,0.03515208382147056,0.9879036187813246,8.14127633773938,13.341276337739382,1724.5642319489805,0.9991799482311065,1723.15,60.0,WC
1414,aw,31.0,b WC 9.9 Ni 0.1 Ti,16.1,1.4,1211,12.2,60,-,con,1450,WC,0.9,90.0,"{'Ni': 0.99, 'Ti': 0.01}",9.926595422174227,-1.6918192468677786,0.5489912433266596,2.0343923645905817,0.04067379420428893,0.03515208382147056,0.9879036187813246,8.14127633773938,13.341276337739382,1724.5642319489805,0.9991799482311065,1723.15,60.0,WC
1415,aw,31.0,b WC 9.9 Ni 0.1 Ti,16.1,1.5,1222,12,60,-,con,1450,WC,0.9,90.0,"{'Ni': 0.99, 'Ti': 0.01}",9.926595422174227,-1.6918192468677786,0.5489912433266596,2.0343923645905817,0.04067379420428893,0.03515208382147056,0.9879036187813246,8.14127633773938,13.341276337739382,1724.5642319489805,0.9991799482311065,1723.15,60.0,WC
1416,aw,31.0,b WC 9.9 Ni 0.1 Ti,16.1,1.9,1241,11.9,60,-,con,1450,WC,0.9,90.0,"{'Ni': 0.99, 'Ti': 0.01}",9.926595422174227,-1.6918192468677786,0.5489912433266596,2.0343923645905817,0.04067379420428893,0.03515208382147056,0.9879036187813246,8.14127633773938,13.341276337739382,1724.5642319489805,0.9991799482311065,1723.15,60.0,WC
1417,aw,31.0,b WC 9.8 Ni 0.2 Ti,15.9,1.2,1249,10.6,60,-,con,1450,WC,0.9,90.0,"{'Ni': 0.9800000000000001, 'Ti': 0.02}",9.853521397182003,-3.334394139317363,0.954028060914543,2.8496298481206406,0.0571013233317099,0.03523131290065814,0.9878763548173922,8.082817117745602,13.282817117745603,1722.5902754273186,1.0003249319241296,1723.15,60.0,WC
1418,aw,31.0,b WC 9.8 Ni 0.2 Ti,15.9,1.7,1271,11.3,60,-,con,1450,WC,0.9,90.0,"{'Ni': 0.9800000000000001, 'Ti': 0.02}",9.853521397182003,-3.334394139317363,0.954028060914543,2.8496298481206406,0.0571013233317099,0.03523131290065814,0.9878763548173922,8.082817117745602,13.282817117745603,1722.5902754273186,1.0003249319241296,1723.15,60.0,WC
1419,aw,31.0,b WC 9.8 Ni 0.2 Ti,15.9,1.3,1282,11.5,60,-,con,1450,WC,0.9,90.0,"{'Ni': 0.9800000000000001, 'Ti': 0.02}",9.853521397182003,-3.334394139317363,0.954028060914543,2.8496298481206406,0.0571013233317099,0.03523131290065814,0.9878763548173922,8.082817117745602,13.282817117745603,1722.5902754273186,1.0003249319241296,1723.15,60.0,WC
1420,aw,31.0,b WC 9.8 Ni 0.2 Ti,15.9,1.2,1293,11.3,60,-,con,1450,WC,0.9,90.0,"{'Ni': 0.9800000000000001, 'Ti': 0.02}",9.853521397182003,-3.334394139317363,0.954028060914543,2.8496298481206406,0.0571013233317099,0.03523131290065814,0.9878763548173922,8.082817117745602,13.282817117745603,1722.5902754273186,1.0003249319241296,1723.15,60.0,WC
1421,aw,31.0,b WC 9.5 Ni 0.5 Ti,15.4,1.3,1250,9.8,60,-,con,1500,WC,0.9,90.0,"{'Ni': 0.95, 'Ti': 0.05}",9.636260461011661,-7.972730817747835,1.9012372240847653,4.377130073580515,0.08829604622072262,0.035466873811912714,0.987795294627697,7.909008368809329,13.109008368809329,1719.6202285504235,1.031128833309143,1773.15,60.0,WC
1422,aw,31.0,b WC 9.5 Ni 0.5 Ti,15.4,1.3,1292,9.3,60,-,con,1500,WC,0.9,90.0,"{'Ni': 0.95, 'Ti': 0.05}",9.636260461011661,-7.972730817747835,1.9012372240847653,4.377130073580515,0.08829604622072262,0.035466873811912714,0.987795294627697,7.909008368809329,13.109008368809329,1719.6202285504235,1.031128833309143,1773.15,60.0,WC
1423,aw,31.0,b WC 9 Ni 1 Ti,14.4,1.2,1281,9.9,60,-,con,1500,WC,0.9,90.0,"{'Ni': 0.9, 'Ti': 0.1}",9.280565904059765,-14.773963389266942,3.0490516543109933,5.894371838141912,0.12019494843172317,0.03585252866289887,0.9876625847684449,7.6244527232478125,12.824452723247813,1719.3021097933483,1.0313196208507671,1773.15,60.0,WC
1424,aw,31.0,b WC 9 Ni 1 Ti,14.4,1.3,1303,9.4,60,-,con,1500,WC,0.9,90.0,"{'Ni': 0.9, 'Ti': 0.1}",9.280565904059765,-14.773963389266942,3.0490516543109933,5.894371838141912,0.12019494843172317,0.03585252866289887,0.9876625847684449,7.6244527232478125,12.824452723247813,1719.3021097933483,1.0313196208507671,1773.15,60.0,WC
1425,aw,31.0,b WC 9.5 Ni 0.5 Ti,15.4,-,1351,9.9,60,-,con,1500,WC,0.9,90.0,"{'Ni': 0.95, 'Ti': 0.05}",9.636260461011661,-7.972730817747835,1.9012372240847653,4.377130073580515,0.08829604622072262,0.035466873811912714,0.987795294627697,7.909008368809329,13.109008368809329,1719.6202285504235,1.031128833309143,1773.15,60.0,WC
1426,aw,31.0,b WC 9.5 Ni 0.5 Ti,15.4,-,1351,9.6,60,-,con,1500,WC,0.9,90.0,"{'Ni': 0.95, 'Ti': 0.05}",9.636260461011661,-7.972730817747835,1.9012372240847653,4.377130073580515,0.08829604622072262,0.035466873811912714,0.987795294627697,7.909008368809329,13.109008368809329,1719.6202285504235,1.031128833309143,1773.15,60.0,WC
1427,aw,31.0,b WC 9 Ni 1 Ti,14.4,-,1361,9.6,60,-,con,1500,WC,0.9,90.0,"{'Ni': 0.9, 'Ti': 0.1}",9.280565904059765,-14.773963389266942,3.0490516543109933,5.894371838141912,0.12019494843172317,0.03585252866289887,0.9876625847684449,7.6244527232478125,12.824452723247813,1719.3021097933483,1.0313196208507671,1773.15,60.0,WC
1428,aw,31.0,b WC 9 Ni 1 Ti,14.4,-,1408,9.7,60,-,con,1500,WC,0.9,90.0,"{'Ni': 0.9, 'Ti': 0.1}",9.280565904059765,-14.773963389266942,3.0490516543109933,5.894371838141912,0.12019494843172317,0.03585252866289887,0.9876625847684449,7.6244527232478125,12.824452723247813,1719.3021097933483,1.0313196208507671,1773.15,60.0,WC
1429,aw,31.0,b WC 9.8 Ni 0.2 Ti,15.9,1.6,1290,10.8,60,-,con,1550,WC,0.9,90.0,"{'Ni': 0.9800000000000001, 'Ti': 0.02}",9.853521397182003,-3.334394139317363,0.954028060914543,2.8496298481206406,0.0571013233317099,0.03523131290065814,0.9878763548173922,8.082817117745602,13.282817117745603,1722.5902754273186,1.0583770418347078,1823.15,60.0,WC
1430,aw,31.0,b WC 9.9 Ni 0.1 Ti,16.1,1.9,1264,11.3,60,-,con,1550,WC,0.9,90.0,"{'Ni': 0.99, 'Ti': 0.01}",9.926595422174227,-1.6918192468677786,0.5489912433266596,2.0343923645905817,0.04067379420428893,0.03515208382147056,0.9879036187813246,8.14127633773938,13.341276337739382,1724.5642319489805,1.0571656110132848,1823.15,60.0,WC
1431,aw,31.0,b WC 9.5 Ni 0.5 Cr,16.5,1.4,1301,10.6,60,-,con,1500,WC,0.9,90.0,"{'Ni': 0.95, 'Cr': 0.05}",9.775683861362007,-1.4821569428724026,1.7961538953125469,0.7408349410559375,0.05751857120267616,0.03513594253195696,0.9879091732512193,7.723328205394265,12.923328205394265,1733.2319370517305,1.0230309989649575,1773.15,60.0,WC
1432,aw,31.0,b WC 9.5 Ni 0.5 Cr,16.5,1.7,1348,10.5,60,-,con,1500,WC,0.9,90.0,"{'Ni': 0.95, 'Cr': 0.05}",9.775683861362007,-1.4821569428724026,1.7961538953125469,0.7408349410559375,0.05751857120267616,0.03513594253195696,0.9879091732512193,7.723328205394265,12.923328205394265,1733.2319370517305,1.0230309989649575,1773.15,60.0,WC
1433,aw,31.0,b WC 9 Ni 1 Cr,16.7,1.2,1324,10.3,60,-,con,1550,WC,0.9,90.0,"{'Ni': 0.9, 'Cr': 0.1}",9.554220260081348,-2.7726989205171737,2.9059566648094224,1.0114680271260512,0.0786705795735618,0.03519858189765759,0.9878876180668763,7.252718052672864,12.452718052672864,1745.7324465230863,1.0443467460498335,1823.15,60.0,WC
1434,aw,31.0,b WC 9 Ni 1 Cr,16.7,1.9,1369,9.7,60,-,con,1550,WC,0.9,90.0,"{'Ni': 0.9, 'Cr': 0.1}",9.554220260081348,-2.7726989205171737,2.9059566648094224,1.0114680271260512,0.0786705795735618,0.03519858189765759,0.9878876180668763,7.252718052672864,12.452718052672864,1745.7324465230863,1.0443467460498335,1823.15,60.0,WC
1435,aw,31.0,b WC 9.5 Ni 0.5 Mo,15.5,1.4,1324,10.8,60,-,con,1500,WC,0.9,90.0,"{'Ni': 0.95, 'Mo': 0.05}",9.875236124117666,-0.8461065879072648,1.1544656536615336,2.0949204832509674,0.043458379819992364,0.03520482842087803,0.9878854685406476,7.931757666852982,13.131757666852982,1751.5607624306317,1.0123257143185882,1773.15,60.0,WC
1436,aw,31.0,b WC 9.5 Ni 0.5 Mo,15.5,1.7,1334,10.1,60,-,con,1500,WC,0.9,90.0,"{'Ni': 0.95, 'Mo': 0.05}",9.875236124117666,-0.8461065879072648,1.1544656536615336,2.0949204832509674,0.043458379819992364,0.03520482842087803,0.9878854685406476,7.931757666852982,13.131757666852982,1751.5607624306317,1.0123257143185882,1773.15,60.0,WC
1437,aw,31.0,b WC 9 Ni 1 Mo,14.7,1.3,1301,10.2,60,-,con,1550,WC,0.9,90.0,"{'Ni': 0.9, 'Mo': 0.1}",9.745432062728776,-1.6685671001971458,1.9693633166706537,2.9304325485061242,0.061028519024867674,0.0353425064189285,0.9878380913905959,7.652678934866871,12.852678934866871,1780.2729732094683,1.0240845237981866,1823.15,60.0,WC
1438,aw,31.0,b WC 9 Ni 1 Mo,14.7,1.4,1501,9,60,-,con,1550,WC,0.9,90.0,"{'Ni': 0.9, 'Mo': 0.1}",9.745432062728776,-1.6685671001971458,1.9693633166706537,2.9304325485061242,0.061028519024867674,0.0353425064189285,0.9878380913905959,7.652678934866871,12.852678934866871,1780.2729732094683,1.0240845237981866,1823.15,60.0,WC
1439,aw,31.0,b WC 9.5 Ni 0.5 V,15.4,1.2,1336,9.4,60,-,con,1550,WC,0.9,90.0,"{'Ni': 0.95, 'V': 0.05}",9.714131916800792,-3.8811451824116534,1.821753229012302,1.863777990748588,0.06500873683815653,0.035234207754976724,0.9878753586527953,7.914131916800792,13.114131916800792,1733.6179065221168,1.0516446519968736,1823.15,60.0,WC
1440,aw,31.0,b WC 9.5 Ni 0.5 V,15.4,1.2,1393,8.2,60,-,con,1550,WC,0.9,90.0,"{'Ni': 0.95, 'V': 0.05}",9.714131916800792,-3.8811451824116534,1.821753229012302,1.863777990748588,0.06500873683815653,0.035234207754976724,0.9878753586527953,7.914131916800792,13.114131916800792,1733.6179065221168,1.0516446519968736,1823.15,60.0,WC
1441,aw,31.0,b WC 9 Ni 1 V,14.5,1.3,1301,8.7,60,-,con,1600,WC,0.9,90.0,"{'Ni': 0.9, 'V': 0.1}",9.432548757470752,-7.243935263994984,2.941084939085355,2.534793428549456,0.08881351598036494,0.035393495244120894,0.9878205453392565,7.632548757470752,12.832548757470752,1746.6179321782217,1.0724440448541481,1873.15,60.0,WC
1442,aw,31.0,b WC 9 Ni 1 V,14.5,1.3,1350,9.2,60,-,con,1600,WC,0.9,90.0,"{'Ni': 0.9, 'V': 0.1}",9.432548757470752,-7.243935263994984,2.941084939085355,2.534793428549456,0.08881351598036494,0.035393495244120894,0.9878205453392565,7.632548757470752,12.832548757470752,1746.6179321782217,1.0724440448541481,1873.15,60.0,WC
1443,aw,31.0,b WC 9 Ni 1 Mo,14.7,1.4,1507,9,60,-,con,1550,WC,0.9,90.0,"{'Ni': 0.9, 'Mo': 0.1}",9.745432062728776,-1.6685671001971458,1.9693633166706537,2.9304325485061242,0.061028519024867674,0.0353425064189285,0.9878380913905959,7.652678934866871,12.852678934866871,1780.2729732094683,1.0240845237981866,1823.15,60.0,WC
1444,aw,31.0,b WC 9.5 Ni 0.5 Cr,16.5,1.6,1368,10,60,-,con,1550,WC,0.9,90.0,"{'Ni': 0.95, 'Cr': 0.05}",9.775683861362007,-1.4821569428724026,1.7961538953125469,0.7408349410559375,0.05751857120267616,0.03513594253195696,0.9879091732512193,7.723328205394265,12.923328205394265,1733.2319370517305,1.0518788403479469,1823.15,60.0,WC
1445,aw,31.0,b WC 9.5 Ni 0.5 Mo,15.5,1.7,1366,9.7,60,-,con,1550,WC,0.9,90.0,"{'Ni': 0.95, 'Mo': 0.05}",9.875236124117666,-0.8461065879072648,1.1544656536615336,2.0949204832509674,0.043458379819992364,0.03520482842087803,0.9878854685406476,7.931757666852982,13.131757666852982,1751.5607624306317,1.0408716837605019,1823.15,60.0,WC
1446,aw,31.0,b WC 9 Ni 1 Cr,16.7,1.9,1396,9.1,60,-,con,1550,WC,0.9,90.0,"{'Ni': 0.9, 'Cr': 0.1}",9.554220260081348,-2.7726989205171737,2.9059566648094224,1.0114680271260512,0.0786705795735618,0.03519858189765759,0.9878876180668763,7.252718052672864,12.452718052672864,1745.7324465230863,1.0443467460498335,1823.15,60.0,WC
1447,aw,31.0,b WC 9.6 Ni 0.4 Co,16.3,1.8,1180,12.5,30,-,con,1420,WC,0.9,90.0,"{'Ni': 0.96, 'Co': 0.04}",9.960156210648137,0.0,1.3921575485559785,0.15768488103117018,0.005867762403314664,0.03508376587230831,0.9879271280549523,8.184062484259254,13.384062484259253,1714.0427265903606,0.9878108484308783,1693.15,30.0,WC
1448,aw,31.0,b WC 8.74 Ni 0.3 Cr 0.67 Mo 0.29 Al,16.2,2,1020,39.8,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.874, 'Cr': 0.03, 'Mo': 0.067, 'Al': 0.028999999999999998}",9.267753540845446,-6.660878762055489,4.515494509217306,4.235278762180465,0.09973183998408543,0.035617207224509055,0.9877435625517863,8.171941127619341,13.371941127619342,1690.1091244754807,1.0047576073095368,1698.15,80.0,WC
1449,aw,31.0,b WC 8.44 Ni 0.62 Cr 0.63 Mo 0.31 Al,16.5,2,1011,32.7,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.844, 'Cr': 0.062, 'Mo': 0.063, 'Al': 0.031}",9.111592873373374,-7.511097580418808,5.353401762774056,4.275618576162819,0.1088198923382211,0.035665733548075555,0.9877268638857276,7.933141678813654,13.133141678813654,1690.3681827238095,1.0046036226638217,1698.15,80.0,WC
1450,aw,31.0,b WC 7.49 Ni 0.43 Cr 1.84 Mo 0.24 Al,14.2,2,1002,32.6,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.749, 'Cr': 0.043, 'Mo': 0.184, 'Al': 0.024}",8.95061343774689,-7.600723560831999,6.275377175698912,4.840735325490159,0.12387650022116949,0.03591735430912978,0.9876402772508157,7.2916244227091775,12.491624422709178,1773.6663654303666,0.9574235792580738,1698.15,80.0,WC
1451,aw,31.0,b WC 7.81 Ni 0.21 Cr 1.76 Mo 0.22 Al,14.2,2,963,39.4,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.7809999999999999, 'Cr': 0.020999999999999998, 'Mo': 0.176, 'Al': 0.022}",9.103893807621922,-6.843879548065719,5.43914075199748,4.746054161115224,0.11396630149682885,0.03584395158130029,0.9876655362762216,7.509368778278541,12.709368778278542,1769.3113380256257,0.959780205723977,1698.15,80.0,WC
1452,aw,31.0,b WC 8.58 Ni 0.32 Cr 0.66 Mo 0.44 Al,16.7,2,1111,13.5,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.858, 'Cr': 0.032, 'Mo': 0.066, 'Al': 0.044}",9.05264185886038,-8.743822793716236,5.134123981617287,4.789320376050911,0.11082403933035823,0.03577771539741249,0.9876883291818953,8.466146507891782,13.666146507891781,1658.0302680549553,1.0241972252968032,1698.15,80.0,WC
1453,aw,31.0,b WC 8.58 Ni 0.32 Cr 0.66 Mo 0.44 Al,16.7,2,1098,19.6,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.858, 'Cr': 0.032, 'Mo': 0.066, 'Al': 0.044}",9.05264185886038,-8.743822793716236,5.134123981617287,4.789320376050911,0.11082403933035823,0.03577771539741249,0.9876883291818953,8.466146507891782,13.666146507891781,1658.0302680549553,1.0241972252968032,1698.15,80.0,WC
1454,aw,31.0,b WC 8.58 Ni 0.32 Cr 0.66 Mo 0.44 Al,16.7,2,1134,17.2,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.858, 'Cr': 0.032, 'Mo': 0.066, 'Al': 0.044}",9.05264185886038,-8.743822793716236,5.134123981617287,4.789320376050911,0.11082403933035823,0.03577771539741249,0.9876883291818953,8.466146507891782,13.666146507891781,1658.0302680549553,1.0241972252968032,1698.15,80.0,WC
1455,aw,31.0,b WC 8.58 Ni 0.32 Cr 0.66 Mo 0.44 Al,16.7,2,1143,14.9,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.858, 'Cr': 0.032, 'Mo': 0.066, 'Al': 0.044}",9.05264185886038,-8.743822793716236,5.134123981617287,4.789320376050911,0.11082403933035823,0.03577771539741249,0.9876883291818953,8.466146507891782,13.666146507891781,1658.0302680549553,1.0241972252968032,1698.15,80.0,WC
1456,aw,31.0,b WC 8.58 Ni 0.32 Cr 0.66 Mo 0.44 Al,16.7,2,1158,14.7,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.858, 'Cr': 0.032, 'Mo': 0.066, 'Al': 0.044}",9.05264185886038,-8.743822793716236,5.134123981617287,4.789320376050911,0.11082403933035823,0.03577771539741249,0.9876883291818953,8.466146507891782,13.666146507891781,1658.0302680549553,1.0241972252968032,1698.15,80.0,WC
1457,aw,31.0,b WC 8.58 Ni 0.32 Cr 0.66 Mo 0.44 Al,16.7,2,1098,16.5,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.858, 'Cr': 0.032, 'Mo': 0.066, 'Al': 0.044}",9.05264185886038,-8.743822793716236,5.134123981617287,4.789320376050911,0.11082403933035823,0.03577771539741249,0.9876883291818953,8.466146507891782,13.666146507891781,1658.0302680549553,1.0241972252968032,1698.15,80.0,WC
1458,aw,31.0,b WC 8.29 Ni 0.61 Cr 0.64 Mo 0.46 Al,16.9,2,1047,24,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.829, 'Cr': 0.061, 'Mo': 0.064, 'Al': 0.046}",8.908002991230372,-9.44748114454721,5.889628515821028,4.820726040605265,0.11785257407654533,0.03582630036192644,0.9876716103365704,8.246919483775041,13.44691948377504,1659.1414424260818,1.0235112911873734,1698.15,80.0,WC
1459,aw,31.0,b WC 8.29 Ni 0.61 Cr 0.64 Mo 0.46 Al,16.9,2,981,33.5,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.829, 'Cr': 0.061, 'Mo': 0.064, 'Al': 0.046}",8.908002991230372,-9.44748114454721,5.889628515821028,4.820726040605265,0.11785257407654533,0.03582630036192644,0.9876716103365704,8.246919483775041,13.44691948377504,1659.1414424260818,1.0235112911873734,1698.15,80.0,WC
1460,aw,31.0,b WC 8.29 Ni 0.61 Cr 0.64 Mo 0.46 Al,16.9,2,1082,23.2,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.829, 'Cr': 0.061, 'Mo': 0.064, 'Al': 0.046}",8.908002991230372,-9.44748114454721,5.889628515821028,4.820726040605265,0.11785257407654533,0.03582630036192644,0.9876716103365704,8.246919483775041,13.44691948377504,1659.1414424260818,1.0235112911873734,1698.15,80.0,WC
1461,aw,31.0,b WC 8.29 Ni 0.61 Cr 0.64 Mo 0.46 Al,16.9,2,1058,20.7,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.829, 'Cr': 0.061, 'Mo': 0.064, 'Al': 0.046}",8.908002991230372,-9.44748114454721,5.889628515821028,4.820726040605265,0.11785257407654533,0.03582630036192644,0.9876716103365704,8.246919483775041,13.44691948377504,1659.1414424260818,1.0235112911873734,1698.15,80.0,WC
1462,aw,31.0,b WC 8.29 Ni 0.61 Cr 0.64 Mo 0.46 Al,16.9,2,1053,23.7,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.829, 'Cr': 0.061, 'Mo': 0.064, 'Al': 0.046}",8.908002991230372,-9.44748114454721,5.889628515821028,4.820726040605265,0.11785257407654533,0.03582630036192644,0.9876716103365704,8.246919483775041,13.44691948377504,1659.1414424260818,1.0235112911873734,1698.15,80.0,WC
1463,aw,31.0,b WC 7.69 Ni 0.2 Cr 1.78 Mo 0.33 Al,14.5,2,1054,20.6,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.769, 'Cr': 0.02, 'Mo': 0.178, 'Al': 0.033}",8.94230492611298,-8.3676550658262,5.906765584300673,5.104357112284601,0.1228655139680776,0.03597069964603224,0.9876219202869814,7.755688882273925,12.955688882273925,1744.1565464580372,0.973622467231244,1698.15,80.0,WC
1464,aw,31.0,b WC 7.69 Ni 0.2 Cr 1.78 Mo 0.33 Al,14.5,2,1041,23.5,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.769, 'Cr': 0.02, 'Mo': 0.178, 'Al': 0.033}",8.94230492611298,-8.3676550658262,5.906765584300673,5.104357112284601,0.1228655139680776,0.03597069964603224,0.9876219202869814,7.755688882273925,12.955688882273925,1744.1565464580372,0.973622467231244,1698.15,80.0,WC
1465,aw,31.0,b WC 7.69 Ni 0.2 Cr 1.78 Mo 0.33 Al,14.5,2,1055,20.6,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.769, 'Cr': 0.02, 'Mo': 0.178, 'Al': 0.033}",8.94230492611298,-8.3676550658262,5.906765584300673,5.104357112284601,0.1228655139680776,0.03597069964603224,0.9876219202869814,7.755688882273925,12.955688882273925,1744.1565464580372,0.973622467231244,1698.15,80.0,WC
1466,aw,31.0,b WC 7.69 Ni 0.2 Cr 1.78 Mo 0.33 Al,14.5,2,1082,20.2,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.769, 'Cr': 0.02, 'Mo': 0.178, 'Al': 0.033}",8.94230492611298,-8.3676550658262,5.906765584300673,5.104357112284601,0.1228655139680776,0.03597069964603224,0.9876219202869814,7.755688882273925,12.955688882273925,1744.1565464580372,0.973622467231244,1698.15,80.0,WC
1467,aw,31.0,b WC 7.69 Ni 0.2 Cr 1.78 Mo 0.33 Al,14.5,2,1068,24.1,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.769, 'Cr': 0.02, 'Mo': 0.178, 'Al': 0.033}",8.94230492611298,-8.3676550658262,5.906765584300673,5.104357112284601,0.1228655139680776,0.03597069964603224,0.9876219202869814,7.755688882273925,12.955688882273925,1744.1565464580372,0.973622467231244,1698.15,80.0,WC
1468,aw,31.0,b WC 7.69 Ni 0.2 Cr 1.78 Mo 0.33 Al,14.5,2,1054,25.1,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.769, 'Cr': 0.02, 'Mo': 0.178, 'Al': 0.033}",8.94230492611298,-8.3676550658262,5.906765584300673,5.104357112284601,0.1228655139680776,0.03597069964603224,0.9876219202869814,7.755688882273925,12.955688882273925,1744.1565464580372,0.973622467231244,1698.15,80.0,WC
1469,aw,31.0,b WC 7.41 Ni 0.43 Cr 1.81 Mo 0.35 Al,14.6,2,1026,20.9,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.741, 'Cr': 0.043, 'Mo': 0.181, 'Al': 0.034999999999999996}",8.801729137583724,-9.00553784401286,6.6874801638528325,5.149414100019921,0.13098223917219137,0.03602888660318849,0.9876018972459778,7.5586179097289685,12.758617909728969,1745.66952608698,0.9727786242602873,1698.15,80.0,WC
1470,aw,31.0,b WC 7.41 Ni 0.43 Cr 1.81 Mo 0.35 Al,14.6,2,999,27.1,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.741, 'Cr': 0.043, 'Mo': 0.181, 'Al': 0.034999999999999996}",8.801729137583724,-9.00553784401286,6.6874801638528325,5.149414100019921,0.13098223917219137,0.03602888660318849,0.9876018972459778,7.5586179097289685,12.758617909728969,1745.66952608698,0.9727786242602873,1698.15,80.0,WC
1471,aw,31.0,b WC 7.41 Ni 0.43 Cr 1.81 Mo 0.35 Al,14.6,2,1054,19.4,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.741, 'Cr': 0.043, 'Mo': 0.181, 'Al': 0.034999999999999996}",8.801729137583724,-9.00553784401286,6.6874801638528325,5.149414100019921,0.13098223917219137,0.03602888660318849,0.9876018972459778,7.5586179097289685,12.758617909728969,1745.66952608698,0.9727786242602873,1698.15,80.0,WC
1472,aw,31.0,b WC 7.41 Ni 0.43 Cr 1.81 Mo 0.35 Al,14.6,2,1082,21.6,80,-,f,1425,WC,0.9,90.0,"{'Ni': 0.741, 'Cr': 0.043, 'Mo': 0.181, 'Al': 0.034999999999999996}",8.801729137583724,-9.00553784401286,6.6874801638528325,5.149414100019921,0.13098223917219137,0.03602888660318849,0.9876018972459778,7.5586179097289685,12.758617909728969,1745.66952608698,0.9727786242602873,1698.15,80.0,WC
