Unnamed: 0,Group,Subgroup,Composition,"Binder, vol-%","d, mm","HV, kgf/mm2","KIC, MPa·m1/2","Load, kgf","TRS, MPa",Sintering,"T, °C",Ceramic_Type,Ceramic_Vol_Frac,Ceramic_Wt_Pct,Binder_Composition,VEC,H_mix,S_mix,Delta_R,Delta_Chi,Lattice_Constant_Est,Lattice_Mismatch,CTE_Mismatch,CTE_Binder,T_Liquidus_Est,T_Homologous,Sinter_Temp_K,Grain_Size,Parsed_Ceramic
1,co,1.0,b WC 25 Co,37,2.2,895,20.8,5,-,-,-,WC,0.75,75.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,5.0,WC
2,co,1.0,b WC 19.5 Co,29.9,2.2,983,17.3,5,-,-,-,WC,0.805,80.5,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,5.0,WC
3,co,1.0,b WC 14 Co,22.3,2.2,1121,13.3,5,-,-,-,WC,0.86,86.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,5.0,WC
4,co,1.0,b WC 9 Co,14.9,2.2,1286,10.6,5,-,-,-,WC,0.91,91.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,5.0,WC
5,co,1.0,b WC 3 Co,5.2,2.2,1600,9,5,-,-,-,WC,0.97,97.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,5.0,WC
6,co,1.0,b WC 25 Co,37,0.7,1119,14.8,5,-,-,-,WC,0.75,75.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,5.0,WC
7,co,1.0,b WC 19.5 Co,29.9,0.7,1265,13.2,5,-,-,-,WC,0.805,80.5,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,5.0,WC
8,co,1.0,b WC 14 Co,22.3,0.7,1505,11.3,5,-,-,-,WC,0.86,86.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,5.0,WC
9,co,1.0,b WC 9 Co,14.9,0.7,1865,10.6,5,-,-,-,WC,0.91,91.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,5.0,WC
10,co,1.0,b WC 5.9 Co,10,0.7,2020,8.9,5,-,-,-,WC,0.941,94.1,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,5.0,WC
11,co,1.0,b WC 3 Co,5.2,0.7,2156,8.7,5,-,-,-,WC,0.97,97.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,5.0,WC
12,co,1.0,b WC 6 Co,10.1,7.5,1110,15.6,-,2230,con,1380,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
13,co,1.0,b WC 6 Co,10.1,3.6,1433,12.8,-,1960,con,1380,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
14,co,1.0,b WC 6 Co,10.1,1.5,1578,10.6,-,1930,con,1380,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
15,co,1.0,b WC 7 Co,11.7,0.5,1592,8.3,-,1965,con,1380,WC,0.93,93.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
16,co,1.0,b WC 10 Co,16.4,5,1127,15.1,-,2500,con,1380,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
17,co,1.0,b WC 10 Co,16.4,3.2,1173,12.7,-,2320,con,1380,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
18,co,1.0,b WC 10 Co,16.4,0.5,1523,8.6,-,2660,con,1380,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
19,co,1.0,b WC 13 Co,20.9,4,1127,17.2,-,2680,con,1380,WC,0.87,87.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
20,co,1.0,b WC 14 Co,22.3,2,1173,15.1,-,2780,con,1380,WC,0.86,86.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
21,co,1.0,b WC 16 Co,25.2,2.2,1043,13.5,-,2680,con,1380,WC,0.84,84.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
22,co,1.0,b WC 18 Co,27.9,1,1101,12.8,-,3400,con,1380,WC,0.82,82.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
23,co,1.0,b WC 10 Co,16.4,-,1183,11.6,-,2800,con,1380,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
24,co,1.0,b WC 6 Co,10.1,7.5,1110,15.6,-,-,con,1380,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
25,co,1.0,b WC 6 Co,10.1,3.5,1373,12.8,-,-,con,1380,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,1.0,WC
26,co,1.0,b WC 10 Co,16.4,1.1,1498,8.9,60,-,con,-,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,60.0,WC
27,co,1.0,b WC 10 Co,16.4,1.1,1431,10.3,60,-,con,-,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,60.0,WC
28,co,1.0,b WC 10 Co,16.4,1.2,1333,11.1,60,-,con,-,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,60.0,WC
29,co,1.0,b WC 10 Co,16.4,1.6,1249,11.8,60,-,con,-,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,60.0,WC
30,co,1.0,b WC 10 Co,16.4,1.9,1180,12.3,60,-,con,-,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,60.0,WC
31,co,1.0,b WC 10 Co,16.4,2.8,1100,14.7,60,-,con,-,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,60.0,WC
32,co,1.0,b WC 6 Co,10.1,-,1549,8,50,-,p,-,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,50.0,WC
33,co,1.0,b WC 9 Co,14.9,-,1455,11.8,50,-,p,-,WC,0.91,91.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,50.0,WC
34,co,1.0,b WC 8 Co,13.3,-,1322,12.1,50,-,p,-,WC,0.92,92.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,50.0,WC
35,co,1.0,b WC 11 Co,17.9,-,1399,13.2,50,-,p,-,WC,0.89,89.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,50.0,WC
36,co,1.0,b WC 10 Co,16.4,-,1298,14.6,50,-,p,-,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,50.0,WC
37,co,1.0,b WC 8 Co,13.3,-,1281,15,50,-,p,-,WC,0.92,92.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,50.0,WC
38,co,1.0,b WC 16 Co,25.2,-,1204,15.5,50,-,p,-,WC,0.84,84.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,50.0,WC
39,co,1.0,b WC 10 Co,16.4,-,1182,15.6,50,-,p,-,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,50.0,WC
40,co,1.0,b WC 15 Co,23.7,2.9,1050,17,30,-,-,-,WC,0.85,85.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
41,co,1.0,b WC 10 Co,16.4,1.9,1333,13.5,30,-,con,1380,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9349602692079292,1653.15,30.0,WC
42,co,1.0,b WC 6 Co,10.1,4.3,1400,12.8,30,2500,-,-,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
43,co,1.0,b WC 9 Co,14.9,4.3,1130,13.2,30,2800,-,-,WC,0.91,91.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
44,co,1.0,b WC 12 Co,19.4,4.3,1100,13.4,30,2900,-,-,WC,0.88,88.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
45,co,1.0,b WC 15 Co,23.7,4.3,1050,14.1,30,3000,-,-,WC,0.85,85.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
46,co,1.0,b WC 4 Co,6.8,1.4,1730,6.9,30,1600,-,-,WC,0.96,96.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
47,co,1.0,b WC 6 Co,10.1,1.4,1580,9.6,30,2000,-,-,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
48,co,1.0,b WC 9 Co,14.9,1.4,1420,12.3,30,2350,-,-,WC,0.91,91.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
49,co,1.0,b WC 12 Co,19.4,1.4,1290,12.7,30,2450,-,-,WC,0.88,88.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
50,co,1.0,b WC 15 Co,23.7,1.4,1150,13.8,30,2700,-,-,WC,0.85,85.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
51,co,1.0,b WC 25 Co,37,1.4,780,14.5,30,2900,-,-,WC,0.75,75.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
52,co,1.0,b WC 6 Co,10.1,1.2,1780,10.8,30,3000,-,-,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
53,co,1.0,b WC 10.5 Co,17.1,1.2,1530,13.8,30,3200,-,-,WC,0.895,89.5,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
54,co,1.0,b WC 13.5 Co,21.6,1.2,1500,11.2,30,3400,-,-,WC,0.865,86.5,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
55,co,1.0,b WC 20 Co,30.6,-,1000,16.8,10,3380,-,-,WC,0.8,80.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
56,co,1.0,b WC 3 Co,5.2,-,1740,8.1,-,1440,-,-,WC,0.97,97.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,1.0,WC
57,co,1.0,b WC 6 Co,10.1,-,1585,9,-,2070,-,-,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,1.0,WC
58,co,1.0,b WC 9 Co,14.9,-,1470,9.5,-,2680,-,-,WC,0.91,91.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,1.0,WC
59,co,1.0,b WC 13 Co,20.9,-,1350,12.1,-,3070,-,-,WC,0.87,87.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,1.0,WC
60,co,1.0,b WC 15 Co,23.7,-,1150,14,-,3170,-,-,WC,0.85,85.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,1.0,WC
61,co,1.0,b WC 5.5 Co,9.3,-,1610,9.3,-,2020,-,-,WC,0.945,94.5,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,1.0,WC
62,co,1.0,b WC 18 Co,27.9,-,1190,12.8,-,3190,-,-,WC,0.82,82.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,1.0,WC
63,co,1.0,b WC 20 Co,30.6,-,1060,16.8,10,3380,-,-,WC,0.8,80.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
64,co,1.0,b WC 14.5 Co,23,1.5,1650,9.4,20,-,con,1400,WC,0.855,85.5,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,20.0,WC
65,co,1.0,b WC 15.5 Co,24.4,3.1,1270,14.5,20,-,con,1400,WC,0.845,84.5,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,20.0,WC
66,co,1.0,b WC 4.5 Co,7.7,1.9,2090,7.1,20,-,con,1480,WC,0.955,95.5,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9915165568532082,1753.15,20.0,WC
67,co,1.0,b WC 11.5 Co,18.6,1.4,1800,8.9,20,-,con,1420,WC,0.885,88.5,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9575827842660408,1693.15,20.0,WC
68,co,1.0,b WC x Co,-,6,1396,12.3,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
69,co,1.0,b WC x Co,-,6,1340,12.9,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
70,co,1.0,b WC x Co,-,6,1298,14.7,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
71,co,1.0,b WC x Co,-,6,1238,15.6,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
72,co,1.0,b WC x Co,-,6,1178,18.1,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
73,co,1.0,b WC x Co,-,6,1147,19.3,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
74,co,1.0,b WC x Co,-,6,1113,20.4,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
75,co,1.0,b WC x Co,-,2.2,1600,9.3,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
76,co,1.0,b WC x Co,-,2.2,1560,10.1,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
77,co,1.0,b WC x Co,-,2.2,1507,11,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
78,co,1.0,b WC x Co,-,2.2,1447,12.6,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
79,co,1.0,b WC x Co,-,2.2,1349,13.2,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
80,co,1.0,b WC x Co,-,2.2,1302,14.3,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
81,co,1.0,b WC x Co,-,2.2,1273,15,30,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
82,co,1.0,90 WC 10 Co,16.4,2.5,1193,16.4,30,-,con,-,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
83,co,1.0,94 WC 6 Co,10.1,1.2,1561,9.8,30,-,con,-,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
84,co,1.0,94 WC 6 Co,10.1,0.8,1719,8.4,30,-,con,-,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
85,co,1.0,85 WC 15 Co,23.7,0.1,1868,8.1,30,-,con,1350,WC,0.85,85.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9179933829143455,1623.15,30.0,WC
86,co,1.0,87 WC 13 Co,20.9,0.1,1820,8.3,30,-,con,1350,WC,0.87,87.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9179933829143455,1623.15,30.0,WC
87,co,1.0,93 WC 7 Co,11.7,0.5,2154,8.4,30,-,con,1350,WC,0.93,93.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.9179933829143455,1623.15,30.0,WC
88,co,1.0,b WC 6 Co,10.1,1,1776,8.2,30,-,con,-,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
89,co,1.0,b WC 6 Co,10.1,0.7,1618,8.9,30,-,con,-,WC,0.94,94.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
90,co,1.0,b WC 4 Co,6.8,1.2,1870,9.3,30,-,con,-,WC,0.96,96.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
91,co,1.0,b WC 10 Co,16.4,1.2,1493,12.5,30,-,-,-,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
92,co,1.0,b WC 10 Co,16.4,1.2,1541,11,30,-,-,-,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
93,co,1.0,b WC 10 Co,16.4,1.2,1661,9.7,30,-,-,-,WC,0.9,90.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,30.0,WC
94,co,1.0,b WC x Co,-,6,1115,20.4,10,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
95,co,1.0,b WC x Co,-,6,1143,19.3,10,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
96,co,1.0,b WC x Co,-,6,1174,18.1,10,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
97,co,1.0,b WC x Co,-,6,1245,15.6,10,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
98,co,1.0,b WC x Co,-,6,1307,14.7,10,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
99,co,1.0,b WC x Co,-,6,1344,13,10,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
100,co,1.0,b WC x Co,-,6,1403,12.3,10,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
101,co,1.0,b WC x Co,-,3.2,784,23.2,10,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
102,co,1.0,b WC x Co,-,3.2,1232,14.6,10,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
103,co,1.0,b WC x Co,-,2.2,773,22.7,10,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
104,co,1.0,b WC x Co,-,2.2,1064,17,10,-,-,-,WC,0.0,0.0,{'Co': 1.0},9.0,0.0,-0.0,0.0,0.0,0.03535533905932738,0.9878336754785522,7.8,13.0,1768.15,0.946271526736985,1673.15,10.0,WC
